i,timestamp,side,entry,R,hold_bars
18449,2025-04-13 19:29:00,short,84480.74,0.0,290
18480,2025-04-13 20:00:00,short,83811.33,-0.6819501871278989,393
18512,2025-04-13 20:32:00,short,84156.72,-0.525911872345635,361
18543,2025-04-13 21:03:00,short,83232.92,-0.925067322831254,330
18579,2025-04-13 21:39:00,short,83065.06,-0.9999999999999986,293
18634,2025-04-13 22:34:00,short,83273.45,-0.9437210816591415,235
18665,2025-04-13 23:05:00,short,83288.01,-0.999999999999998,76
18702,2025-04-13 23:42:00,short,83379.99,-1.000000000000002,39
18738,2025-04-14 00:18:00,long,84437.87,0.0,238
18769,2025-04-14 00:49:00,long,84495.14,0.0,2465
18823,2025-04-14 01:43:00,short,84391.3,-0.8020889392927977,1675
18854,2025-04-14 02:14:00,short,84391.3,-0.9084349498657172,1644
18897,2025-04-14 02:57:00,short,85138.88,-0.5399832605752494,2090
18933,2025-04-14 03:33:00,short,84735.43,-0.7381147629426582,2054
18977,2025-04-14 04:17:00,short,84463.68,-0.8295108180480627,622
19018,2025-04-14 04:58:00,short,84902.37,0.0,568
19049,2025-04-14 05:29:00,short,84695.65,-0.5172395862672516,431
19080,2025-04-14 06:00:00,short,84560.43,-0.6921132918347795,519
19111,2025-04-14 06:31:00,short,84403.27,-0.8506697742215743,488
19142,2025-04-14 07:02:00,short,84505.47,-0.7293132710688099,336
19173,2025-04-14 07:33:00,short,84469.65,-0.83744723177758,432
19208,2025-04-14 08:08:00,short,84660.37,-0.6241078102328935,391
19239,2025-04-14 08:39:00,short,84647.1,-0.6442496174534328,360
19270,2025-04-14 09:10:00,short,84776.05,-0.5083223664533035,329
19301,2025-04-14 09:41:00,short,84373.96,-0.8949014475589284,177
19332,2025-04-14 10:12:00,short,84424.52,-0.9734678841361931,267
19371,2025-04-14 10:51:00,long,84791.39,-0.5695543779626268,175
19428,2025-04-14 11:48:00,short,84881.13,0.0,158
19459,2025-04-14 12:19:00,short,84785.97,0.0,125
19496,2025-04-14 12:56:00,long,85036.72,-0.8013923614420834,51
19529,2025-04-14 13:29:00,short,84944.42,0.0,59
19560,2025-04-14 14:00:00,short,84320.72,0.21435417004075816,2881
19591,2025-04-14 14:31:00,long,85048.0,-0.401674907102099,1713
19622,2025-04-14 15:02:00,short,84808.91,0.04454259742691898,2881
19660,2025-04-14 15:40:00,short,83940.83,-0.38607474132383546,2881
19691,2025-04-14 16:11:00,short,83873.98,-0.4214829798618016,2881
19739,2025-04-14 16:59:00,short,84341.99,-0.9535522667384994,1248
19819,2025-04-14 18:19:00,short,84930.0,-0.5905954355184702,664
19879,2025-04-14 19:19:00,short,85016.38,-0.5303801155824405,619
20020,2025-04-14 21:40:00,short,84501.91,-0.9999999999999964,352
20135,2025-04-14 23:35:00,short,84699.44,-0.7990587725646024,238
20226,2025-04-15 01:06:00,short,84648.13,-0.9457756429412105,237
20282,2025-04-15 02:02:00,short,85067.85,-0.7190684495700004,375
20315,2025-04-15 02:35:00,short,84814.47,-0.9364612606160526,183
20355,2025-04-15 03:15:00,long,85146.06,0.0,664
20386,2025-04-15 03:46:00,short,85300.22,-0.8846308889512149,601
20445,2025-04-15 04:45:00,short,85415.1,-0.9295077846684803,542
20522,2025-04-15 06:02:00,short,85534.72,-0.8025290594960954,465
20574,2025-04-15 06:54:00,short,85360.36,-0.9999888697944055,413
20616,2025-04-15 07:36:00,long,85660.7,0.0,381
20667,2025-04-15 08:27:00,long,85882.6,0.0,328
20733,2025-04-15 09:33:00,short,85676.44,-0.906241532190659,254
20801,2025-04-15 10:41:00,short,85509.44,-0.8777859325695555,186
20842,2025-04-15 11:22:00,short,85476.48,-0.929794708084723,146
20921,2025-04-15 12:41:00,short,85553.27,-0.9394830476733866,67
21013,2025-04-15 14:13:00,short,85803.64,0.5780940777102455,2881
21044,2025-04-15 14:44:00,short,85232.33,0.0,1481
21078,2025-04-15 15:18:00,long,85281.44,-0.9498323014425591,535
21116,2025-04-15 15:56:00,short,84738.07,0.05068714461450947,1368
21182,2025-04-15 17:02:00,short,84898.29,0.6395734436966581,1164
21225,2025-04-15 17:45:00,short,84758.0,0.6164357089369057,1116
21279,2025-04-15 18:39:00,short,84379.03,0.0,1185
21482,2025-04-15 22:02:00,short,84051.82,0.0,797
21613,2025-04-16 00:13:00,short,83320.0,-0.8105146332330309,666
21808,2025-04-16 03:28:00,short,83826.69,0.0,304
21840,2025-04-16 04:00:00,short,83675.0,0.0,168
21871,2025-04-16 04:31:00,short,83576.19,0.0,236
21902,2025-04-16 05:02:00,short,83648.89,0.0,206
21933,2025-04-16 05:33:00,short,83311.21,-0.8331992305854722,375
21970,2025-04-16 06:10:00,short,83311.91,-0.8515839338285832,491
22024,2025-04-16 07:04:00,short,83588.01,-0.4855437974241979,98
22058,2025-04-16 07:38:00,short,83407.99,-0.8119210643827528,64
22089,2025-04-16 08:09:00,short,83189.02,-0.9722024094501848,33
22120,2025-04-16 08:40:00,short,83826.09,-0.8338819656712921,402
22151,2025-04-16 09:11:00,short,83842.01,-0.8483188463206655,374
22182,2025-04-16 09:42:00,short,83758.0,-0.8465663652184668,301
22213,2025-04-16 10:13:00,short,83770.56,-0.8187902116853563,252
22247,2025-04-16 10:47:00,short,83952.4,-0.5938003326908501,217
22283,2025-04-16 11:23:00,short,83922.37,-0.6229665071770826,181
22327,2025-04-16 12:07:00,short,84048.92,-0.47577445369149063,138
22360,2025-04-16 12:40:00,short,83919.99,-0.6252072545468487,104
22391,2025-04-16 13:11:00,short,83755.72,-0.8514463254875878,73
22424,2025-04-16 13:44:00,short,84045.79,-0.8915540334317416,101
22455,2025-04-16 14:15:00,short,84037.62,-0.21244356959682104,2881
22499,2025-04-16 14:59:00,short,84605.31,0.0,331
22530,2025-04-16 15:30:00,short,84958.72,0.0,962
22561,2025-04-16 16:01:00,short,84918.0,0.0,928
22650,2025-04-16 17:30:00,short,85168.78,0.0,1462
22682,2025-04-16 18:02:00,short,83680.03,-0.29277427036606135,2881
22719,2025-04-16 18:39:00,short,83909.73,-0.22099376270959145,2881
22750,2025-04-16 19:10:00,short,83931.99,-0.3163291592399846,2881
22805,2025-04-16 20:05:00,short,84398.28,-0.6135107601518156,1332
22836,2025-04-16 20:36:00,short,84476.01,-0.4503790489317693,1199
22867,2025-04-16 21:07:00,short,84430.72,-0.4183676214043537,622
22898,2025-04-16 21:38:00,short,84430.77,-0.35497341150802564,543
22943,2025-04-16 22:23:00,short,84405.82,-0.36787103292988615,496
22981,2025-04-16 23:01:00,short,84428.06,0.0,152
23088,2025-04-17 00:48:00,short,84096.0,-0.6917466664237766,351
23159,2025-04-17 01:59:00,short,84337.99,0.0,198
23241,2025-04-17 03:21:00,short,83974.0,-0.8043069378335546,185
23293,2025-04-17 04:13:00,short,83905.67,-0.9905609403037785,133
23335,2025-04-17 04:55:00,long,84158.62,0.0738419392330011,553
23366,2025-04-17 05:26:00,short,84289.78,-0.9765492732790471,75
23398,2025-04-17 05:58:00,short,84372.92,-0.9397026831037053,91
23455,2025-04-17 06:55:00,short,84801.88,0.0,322
23486,2025-04-17 07:26:00,short,84791.01,0.0,291
23517,2025-04-17 07:57:00,short,84605.61,0.0,435
23548,2025-04-17 08:28:00,short,84581.68,-0.4071763925908871,236
23579,2025-04-17 08:59:00,short,84445.54,-0.5713874427197169,170
23645,2025-04-17 10:05:00,short,84468.98,-0.6488817186219556,103
23676,2025-04-17 10:36:00,short,84378.36,-0.83514084401916,108
23714,2025-04-17 11:14:00,short,84303.55,-1.0000000000000062,63
23745,2025-04-17 11:45:00,long,84613.32,-0.882109341194277,153
23796,2025-04-17 12:36:00,short,84771.59,0.0,212
23827,2025-04-17 13:07:00,short,84651.57,0.0,152
23862,2025-04-17 13:42:00,short,84489.99,-0.6104347638108824,250
23893,2025-04-17 14:13:00,short,84141.51,-0.7906170683461973,247
23948,2025-04-17 15:08:00,long,84426.7,0.0,1392
24150,2025-04-17 18:30:00,short,85296.57,0.0,2289
24181,2025-04-17 19:01:00,short,85035.97,-0.03055367790840867,2881
24220,2025-04-17 19:40:00,short,84697.93,-0.30881195908733805,2881
24259,2025-04-17 20:19:00,long,84951.72,0.18821057400514296,2881
24397,2025-04-17 22:37:00,short,84888.3,0.0,1710
24432,2025-04-17 23:12:00,short,84880.0,0.38650895815315284,1621
24544,2025-04-18 01:04:00,short,84915.46,0.06471026644318455,1561
24582,2025-04-18 01:42:00,short,84973.07,0.09879821129124672,1529
24630,2025-04-18 02:30:00,short,84945.46,0.3359885911288861,1470
24664,2025-04-18 03:04:00,short,84802.63,0.24713430377503298,1388
24727,2025-04-18 04:07:00,short,84741.06,0.0,239
24793,2025-04-18 05:13:00,short,84549.31,-0.43147880258523935,1259
24824,2025-04-18 05:44:00,short,84668.36,0.0,1228
24865,2025-04-18 06:25:00,short,84671.41,0.0,95
24896,2025-04-18 06:56:00,short,84722.29,0.0,64
24927,2025-04-18 07:27:00,short,84490.63,-0.6734336800728802,1170
24958,2025-04-18 07:58:00,short,84638.53,-0.36677016229605147,1144
24989,2025-04-18 08:29:00,short,84750.46,0.16731700991433862,1063
25021,2025-04-18 09:01:00,short,84591.55,0.0,546
25055,2025-04-18 09:35:00,short,84548.13,-0.4470857495091433,997
25086,2025-04-18 10:06:00,short,84507.48,-0.561684779496819,966
25117,2025-04-18 10:37:00,short,84542.12,-0.44047732583094545,935
25149,2025-04-18 11:09:00,short,84574.9,0.0,391
25193,2025-04-18 11:53:00,short,84617.08,0.0,386
25224,2025-04-18 12:24:00,short,84620.98,0.0,360
25255,2025-04-18 12:55:00,short,84632.79,0.0,329
25286,2025-04-18 13:26:00,short,84557.72,0.0,254
25317,2025-04-18 13:57:00,short,84587.53,0.0,224
25348,2025-04-18 14:28:00,short,84456.58,-0.7367960194904808,718
25385,2025-04-18 15:05:00,short,84534.03,-0.5248058488689519,668
25416,2025-04-18 15:36:00,short,84407.53,-0.8826545030644695,686
25447,2025-04-18 16:07:00,short,84451.6,-0.7850275514987506,655
25478,2025-04-18 16:38:00,short,84486.05,-0.6754114364036296,618
25524,2025-04-18 17:24:00,short,84426.57,-0.8708081557652063,60
25563,2025-04-18 18:03:00,short,84525.89,-0.5011982177964412,489
25596,2025-04-18 18:36:00,short,84584.77,0.0,417
25653,2025-04-18 19:33:00,short,84581.28,0.0,360
25684,2025-04-18 20:04:00,short,84584.14,0.0,329
25715,2025-04-18 20:35:00,short,84539.63,-0.38170858699131505,336
25746,2025-04-18 21:06:00,short,84500.75,-0.4032065189538642,267
25777,2025-04-18 21:37:00,long,84568.13,-0.6321669025257755,41
25809,2025-04-18 22:09:00,short,84524.31,-0.5784378907257677,287
25840,2025-04-18 22:40:00,short,84527.73,-0.5691369316882935,256
25871,2025-04-18 23:11:00,short,84354.38,-1.000000000000012,142
25930,2025-04-19 00:10:00,short,84398.63,-0.8916366450172869,122
26000,2025-04-19 01:20:00,short,84519.54,-0.9046114814446414,102
26032,2025-04-19 01:52:00,short,84525.42,-0.8978700065093025,70
26077,2025-04-19 02:37:00,long,84680.49,0.7194412689936618,837
26113,2025-04-19 03:13:00,short,84828.03,-1.0000000000000147,89
26149,2025-04-19 03:49:00,short,84886.89,-0.9940606929938773,321
26196,2025-04-19 04:36:00,long,85151.15,0.0,672
26227,2025-04-19 05:07:00,short,85064.43,-0.6775023698086712,243
26264,2025-04-19 05:44:00,short,85129.0,0.0,103
26295,2025-04-19 06:15:00,short,85038.86,-0.4302429000796806,72
26331,2025-04-19 06:51:00,short,84931.35,-0.9215214481483456,36
26363,2025-04-19 07:23:00,long,85094.01,0.3235224725730871,505
26394,2025-04-19 07:54:00,short,85192.32,-0.7473837820782814,76
26425,2025-04-19 08:25:00,short,85226.4,-0.8024593607601241,323
26456,2025-04-19 08:56:00,short,85325.59,-0.4658046223902185,299
26490,2025-04-19 09:30:00,short,85313.03,-0.5887854749854673,362
26523,2025-04-19 10:03:00,short,85274.0,0.0,489
26602,2025-04-19 11:22:00,short,85179.24,-0.9065187501684527,153
26660,2025-04-19 12:20:00,short,85222.35,-0.9421650726383569,98
26746,2025-04-19 13:46:00,long,85383.05,-0.7387811760422207,164
26841,2025-04-19 15:21:00,short,85490.29,3.0,1172
26872,2025-04-19 15:52:00,short,85194.11,0.31139194886741334,1693
26915,2025-04-19 16:35:00,short,85014.38,0.26617284193840074,1650
26949,2025-04-19 17:09:00,short,84854.27,0.09331241311230061,1616
27043,2025-04-19 18:43:00,short,85189.53,0.9395405721577752,1187
27106,2025-04-19 19:46:00,short,85122.64,-0.7329464948383928,90
27181,2025-04-19 21:01:00,short,85205.15,0.0,194
27225,2025-04-19 21:45:00,short,85279.68,0.0,216
27305,2025-04-19 23:05:00,short,85244.53,0.0,126
27363,2025-04-20 00:03:00,short,85079.37,-0.880940691280471,82
27404,2025-04-20 00:44:00,short,85116.71,1.21741196519586,808
27449,2025-04-20 01:29:00,short,85263.87,3.0,564
27503,2025-04-20 02:23:00,short,85229.04,3.0,504
27534,2025-04-20 02:54:00,short,85233.21,3.0,400
27565,2025-04-20 03:25:00,short,85186.81,3.0,245
27596,2025-04-20 03:56:00,short,85140.58,3.0,275
27655,2025-04-20 04:55:00,short,85199.02,3.0,155
27692,2025-04-20 05:32:00,short,85132.07,3.0,174
27723,2025-04-20 06:03:00,short,85129.51,3.0,68
27754,2025-04-20 06:34:00,short,85100.4,3.0,192
27785,2025-04-20 07:05:00,short,84888.22,0.9647656315924842,427
27816,2025-04-20 07:36:00,long,84749.96,-0.8643070985163356,187
27851,2025-04-20 08:11:00,long,84746.69,-0.8983785377358491,124
27884,2025-04-20 08:44:00,short,84669.95,3.0,129
27919,2025-04-20 09:19:00,short,84591.0,0.3237413464624416,293
27950,2025-04-20 09:50:00,short,84463.83,0.0,164
27981,2025-04-20 10:21:00,short,84444.5,0.0,132
28012,2025-04-20 10:52:00,short,84102.09,-0.9039015786983301,200
28047,2025-04-20 11:27:00,short,84081.91,-0.8826336485301863,518
28105,2025-04-20 12:25:00,short,84328.19,-0.7694101144893503,460
28136,2025-04-20 12:56:00,short,84329.63,-0.6727694069806202,117
28167,2025-04-20 13:27:00,short,84329.75,-0.8395204568952966,396
28201,2025-04-20 14:01:00,short,84264.79,-1.0,364
28241,2025-04-20 14:41:00,short,84595.27,-0.6007943649074016,338
28275,2025-04-20 15:15:00,short,84546.57,-0.5288941896574869,290
28333,2025-04-20 16:13:00,short,84417.08,-0.9753001796350459,232
28371,2025-04-20 16:51:00,short,84574.32,-0.7637591669453043,208
28402,2025-04-20 17:22:00,short,84491.53,-0.8807220750415445,163
28484,2025-04-20 18:44:00,short,84508.69,-0.8703601785604749,80
28524,2025-04-20 19:24:00,short,84569.46,-0.8905160857908572,41
28555,2025-04-20 19:55:00,short,84640.19,-0.9318341972156434,10
28586,2025-04-20 20:26:00,long,85093.36,3.0,312
28618,2025-04-20 20:58:00,short,85048.41,-0.5902462606177332,208
28649,2025-04-20 21:29:00,short,84998.39,-0.5535960948657702,166
28680,2025-04-20 22:00:00,short,84954.06,-0.7202603321478754,135
28721,2025-04-20 22:41:00,short,84790.99,-0.9785237082597694,97
28763,2025-04-20 23:23:00,long,85154.99,3.0,102
28831,2025-04-21 00:31:00,long,86577.19,0.14812710309385807,992
28883,2025-04-21 01:23:00,short,86908.87,-0.8203348629613978,2140
28968,2025-04-21 02:48:00,short,87272.36,-0.6304820512290751,701
29149,2025-04-21 05:49:00,long,87559.02,-0.7309065547336847,326
29216,2025-04-21 06:56:00,short,87509.08,0.12484005992531394,325
29312,2025-04-21 08:32:00,long,87617.0,-0.821451709036237,163
29347,2025-04-21 09:07:00,long,87701.18,-1.0000000000000049,128
29379,2025-04-21 09:39:00,short,87403.59,0.0,162
29448,2025-04-21 10:48:00,short,87273.59,0.0,82
29479,2025-04-21 11:19:00,short,86863.34,-0.9378215075775094,62
29510,2025-04-21 11:50:00,long,86952.79,0.0,311
29566,2025-04-21 12:46:00,short,87199.7,-0.6397575261436402,94
29599,2025-04-21 13:19:00,short,86943.5,-0.9658003636750443,60
29681,2025-04-21 14:41:00,short,88188.0,0.0,637
29712,2025-04-21 15:12:00,short,88083.06,0.0,604
29744,2025-04-21 15:44:00,short,88148.97,0.0,573
29786,2025-04-21 16:26:00,short,87900.01,0.0,529
29817,2025-04-21 16:57:00,short,87135.33,-0.6828598462385814,501
29852,2025-04-21 17:32:00,short,87123.17,-0.8247519199240642,1165
29948,2025-04-21 19:08:00,short,87008.27,-0.95141372224594,369
30018,2025-04-21 20:18:00,short,87195.08,-0.7741132097732064,298
30081,2025-04-21 21:21:00,short,87171.01,-0.8877360519636159,165
30119,2025-04-21 21:59:00,long,87275.0,3.0,909
30150,2025-04-21 22:30:00,short,86990.57,-1.0000000000000038,161
30202,2025-04-21 23:22:00,long,87304.35,0.0,72
30322,2025-04-22 01:22:00,long,88696.1,1.852464992708886,2274
30385,2025-04-22 02:25:00,short,88195.72,-0.7465074742326623,641
30440,2025-04-22 03:20:00,short,88037.74,-0.9389105432847349,586
30494,2025-04-22 04:14:00,short,88204.84,-0.7307855355227378,494
30536,2025-04-22 04:56:00,short,88120.79,-0.8514198890347658,447
30569,2025-04-22 05:29:00,short,88137.03,-0.8498417536044852,419
30609,2025-04-22 06:09:00,short,88264.96,-0.680216679291142,379
30652,2025-04-22 06:52:00,short,88140.01,-0.9897434438230457,364
30694,2025-04-22 07:34:00,long,88446.11,3.0,371
30746,2025-04-22 08:26:00,short,88409.94,-0.8690879969851196,271
30793,2025-04-22 09:13:00,short,88346.38,-0.9615814002277676,209
30865,2025-04-22 10:25:00,short,88298.78,-1.0000000000000047,151
30896,2025-04-22 10:56:00,short,88532.92,-0.9428350141717827,121
30999,2025-04-22 12:39:00,short,88648.73,-0.9142629324674043,30
31082,2025-04-22 14:02:00,short,90250.01,-0.9227256615602752,467
31165,2025-04-22 15:25:00,long,91070.17,0.40034603585884926,1442
31196,2025-04-22 15:56:00,short,90707.52,-0.9638051903836666,353
31227,2025-04-22 16:27:00,short,90630.55,-0.9999999999999986,322
31263,2025-04-22 17:03:00,short,90891.43,-0.8458638228156128,286
31338,2025-04-22 18:18:00,short,91195.12,-0.9234156535584644,211
31419,2025-04-22 19:39:00,short,91084.63,-0.9833778359357013,130
31523,2025-04-22 21:23:00,long,91709.0,1.5352794901346103,993
31554,2025-04-22 21:54:00,long,93102.94,0.05846420076995135,2881
31751,2025-04-23 01:11:00,long,93416.41,-0.45589571599772755,844
31796,2025-04-23 01:56:00,short,92739.96,-0.9292059670968161,377
31850,2025-04-23 02:50:00,short,93019.48,-0.7823231043044848,323
31967,2025-04-23 04:47:00,long,93321.34,0.11775512846795816,426
32000,2025-04-23 05:20:00,long,93408.0,0.0,393
32100,2025-04-23 07:00:00,short,93689.85,-0.7575507199750341,74
32131,2025-04-23 07:31:00,short,93661.41,-0.973195005665671,51
32165,2025-04-23 08:05:00,long,93916.86,-0.5843401028221075,351
32196,2025-04-23 08:36:00,short,94170.09,0.0,575
32246,2025-04-23 09:26:00,short,94181.6,0.0,251
32280,2025-04-23 10:00:00,short,93778.23,-0.5153730197104714,211
32311,2025-04-23 10:31:00,short,93592.54,0.0,365
32353,2025-04-23 11:13:00,short,93610.34,-0.6856610269478172,138
32407,2025-04-23 12:07:00,short,93560.99,0.0,117
32441,2025-04-23 12:41:00,short,93608.69,0.0,235
32486,2025-04-23 13:26:00,short,93903.05,0.0,234
32518,2025-04-23 13:58:00,short,92965.49,-0.3711964858313277,2881
32555,2025-04-23 14:35:00,short,93056.53,-0.5831440517972014,2738
32586,2025-04-23 15:06:00,short,92763.22,-0.5831181758795548,2044
32618,2025-04-23 15:38:00,short,92620.21,-0.6400796147254674,2012
32658,2025-04-23 16:18:00,short,93098.91,-0.39635862508982955,1971
32707,2025-04-23 17:07:00,short,93872.6,0.16941415111735875,1415
32738,2025-04-23 17:38:00,short,93658.97,0.3799687417854148,1225
32786,2025-04-23 18:26:00,long,93953.24,-0.9743765532607763,565
32825,2025-04-23 19:05:00,short,93395.14,0.5563057566637115,1092
32867,2025-04-23 19:47:00,short,93427.82,0.22081758623828046,1096
32925,2025-04-23 20:45:00,short,93716.27,0.8506620647821149,1006
32975,2025-04-23 21:35:00,short,93755.49,0.0,77
33006,2025-04-23 22:06:00,short,93428.57,0.6981369430062719,870
33103,2025-04-23 23:43:00,short,93589.8,0.0,134
33134,2025-04-24 00:14:00,short,93434.78,0.9689632099372482,742
33167,2025-04-24 00:47:00,short,93600.63,0.7301069439088989,764
33198,2025-04-24 01:18:00,short,93151.71,0.40562443563916695,678
33229,2025-04-24 01:49:00,long,93488.09,-0.859506234154273,138
33264,2025-04-24 02:24:00,short,93434.78,0.6804913194514953,612
33295,2025-04-24 02:55:00,short,93155.99,0.42415356415304867,581
33328,2025-04-24 03:28:00,short,93256.2,0.5420156021961146,548
33359,2025-04-24 03:59:00,short,92673.95,0.0,500
33392,2025-04-24 04:32:00,short,92753.41,0.0,484
33425,2025-04-24 05:05:00,long,92852.97,-0.9528929963645832,203
33472,2025-04-24 05:52:00,short,92700.01,0.0,402
33503,2025-04-24 06:23:00,short,92528.28,0.0,239
33534,2025-04-24 06:54:00,short,92421.96,0.0,149
33566,2025-04-24 07:26:00,short,92328.24,-0.4640908315243276,350
33598,2025-04-24 07:58:00,short,92214.67,-0.5650437333577971,278
33631,2025-04-24 08:31:00,short,91895.93,-0.9999999999999971,303
33662,2025-04-24 09:02:00,short,92113.34,-0.9692797686413563,869
33693,2025-04-24 09:33:00,short,92513.77,-0.8161989314198117,838
33726,2025-04-24 10:06:00,short,92458.18,-0.8188090050835058,284
33757,2025-04-24 10:37:00,short,92427.93,-0.8517449481304474,204
33788,2025-04-24 11:08:00,short,92370.53,-0.8833602986300906,173
33819,2025-04-24 11:39:00,short,92409.88,-0.9399576706549707,190
33850,2025-04-24 12:10:00,short,92464.58,-1.0000000000000038,160
33894,2025-04-24 12:54:00,short,92695.66,-0.998810999570557,635
33959,2025-04-24 13:59:00,short,92813.83,-0.9125500163575416,670
33990,2025-04-24 14:30:00,short,92888.01,-0.9038676762297319,1302
34055,2025-04-24 15:35:00,short,93310.78,-0.5999554970185605,575
34137,2025-04-24 16:57:00,short,93460.5,0.0,150
34168,2025-04-24 17:28:00,short,93061.54,-0.7949185917303228,461
34199,2025-04-24 17:59:00,short,93011.28,-0.8966437866073953,1067
34243,2025-04-24 18:43:00,short,93274.02,-0.7882729171328252,386
34274,2025-04-24 19:14:00,short,93232.06,-0.7954391764971059,259
34314,2025-04-24 19:54:00,short,93621.72,0.0,214
34345,2025-04-24 20:25:00,short,93421.99,-0.5320640782512945,187
34401,2025-04-24 21:21:00,short,93432.11,0.0,44
34432,2025-04-24 21:52:00,short,93319.99,-0.9745788076482776,198
34470,2025-04-24 22:30:00,long,93565.22,0.0,106
34501,2025-04-24 23:01:00,short,93400.74,-0.9591438540893993,31
34532,2025-04-24 23:32:00,long,93928.54,0.0,107
34563,2025-04-25 00:03:00,short,93900.3,0.0,671
34641,2025-04-25 01:21:00,short,93758.19,0.0,346
34701,2025-04-25 02:21:00,short,93466.85,0.0,112
34732,2025-04-25 02:52:00,short,93203.11,-0.8035453920479734,503
34764,2025-04-25 03:24:00,short,93172.49,-0.866327364276109,483
34800,2025-04-25 04:00:00,short,93278.3,-0.6572179313639446,235
34831,2025-04-25 04:31:00,short,93106.35,-0.8774182741174231,154
34866,2025-04-25 05:06:00,short,93176.06,-0.9921245127876583,121
34900,2025-04-25 05:40:00,short,93261.65,-0.8999902361457812,135
34958,2025-04-25 06:38:00,long,93565.5,3.0,456
35004,2025-04-25 07:24:00,short,93506.76,-1.0,256
35064,2025-04-25 08:24:00,short,93711.69,-0.8110207474719997,214
35096,2025-04-25 08:56:00,short,93718.6,-0.7516848813498918,164
35135,2025-04-25 09:35:00,short,93835.01,-0.7187945650451737,128
35184,2025-04-25 10:24:00,short,93749.06,-0.8649784563859803,94
35264,2025-04-25 11:44:00,short,94243.74,-0.9999999999999936,150
35308,2025-04-25 12:28:00,short,94512.29,0.4262579019804414,2881
35342,2025-04-25 13:02:00,short,94569.02,0.46194003255540406,2881
35375,2025-04-25 13:35:00,short,94391.84,0.2557160395920532,2881
35413,2025-04-25 14:13:00,long,95114.75,-0.5094896398713551,2881
35444,2025-04-25 14:44:00,short,95265.65,0.46863706547910333,2881
35475,2025-04-25 15:15:00,short,95376.02,0.5374983921621368,2881
35506,2025-04-25 15:46:00,short,95056.48,0.5389169520231294,2881
35537,2025-04-25 16:17:00,short,94782.6,0.6402941607443969,2881
35578,2025-04-25 16:58:00,short,95206.42,0.0,108
35610,2025-04-25 17:30:00,short,95327.51,0.3044361987514199,1902
35641,2025-04-25 18:01:00,short,94665.71,0.38889941232458713,2881
35685,2025-04-25 18:45:00,long,95194.67,-0.9559776519395621,886
35777,2025-04-25 20:17:00,short,95019.29,0.12484232875530557,1682
35820,2025-04-25 21:00:00,short,94809.73,0.27571038088046107,1517
35859,2025-04-25 21:39:00,short,94670.55,0.289955810728011,1469
35944,2025-04-25 23:04:00,short,94822.35,0.0,103
36100,2025-04-26 01:40:00,short,95043.47,0.6009288027127085,1237
36131,2025-04-26 02:11:00,short,94852.0,0.6241310824230183,1196
36165,2025-04-26 02:45:00,long,95064.44,-0.9673550377482755,160
36198,2025-04-26 03:18:00,short,94838.43,0.4667909542863844,1130
36229,2025-04-26 03:49:00,short,94756.34,0.49977307981486335,1098
36260,2025-04-26 04:20:00,short,94678.6,0.0,248
36291,2025-04-26 04:51:00,short,94594.89,0.34848077052476595,1030
36337,2025-04-26 05:37:00,short,94650.19,0.35694633527447633,984
36368,2025-04-26 06:08:00,short,94600.01,0.2970174411243272,953
36401,2025-04-26 06:41:00,long,94634.02,-0.5647507414207971,90
36432,2025-04-26 07:12:00,short,94691.13,0.0,76
36475,2025-04-26 07:55:00,short,94657.52,0.0,32
36506,2025-04-26 08:26:00,short,94636.41,0.3752564958840221,815
36537,2025-04-26 08:57:00,short,94342.96,-0.4608928726352657,827
36578,2025-04-26 09:38:00,short,94173.92,-0.5823231877989227,759
36618,2025-04-26 10:18:00,short,94241.01,-0.3886731776250151,709
36655,2025-04-26 10:55:00,short,94308.92,0.0,249
36692,2025-04-26 11:32:00,short,94173.92,0.0,187
36729,2025-04-26 12:09:00,short,94203.17,-0.48570040776424483,599
36760,2025-04-26 12:40:00,long,94205.78,0.19946271209550923,774
36801,2025-04-26 13:21:00,short,94157.6,-0.6105058235716964,520
36832,2025-04-26 13:52:00,short,93986.21,-0.9551577622595532,506
36864,2025-04-26 14:24:00,short,94079.99,-0.9651073276402112,652
36919,2025-04-26 15:19:00,short,94205.82,-0.748307900941942,439
36953,2025-04-26 15:53:00,short,94380.0,-0.40442809355146564,384
36984,2025-04-26 16:24:00,short,94302.39,0.0,23
37015,2025-04-26 16:55:00,short,94263.84,-0.7017070373119372,323
37095,2025-04-26 18:15:00,short,94255.06,-0.5592539364503729,232
37133,2025-04-26 18:53:00,short,94169.83,-0.7712779004169236,188
37227,2025-04-26 20:27:00,short,94233.72,-0.5978511128165588,94
37258,2025-04-26 20:58:00,short,94121.98,-0.9101346328569958,63
37356,2025-04-26 22:36:00,short,94681.41,0.46952676797363774,1206
37407,2025-04-26 23:27:00,short,94749.4,-0.7348722096212413,110
37438,2025-04-26 23:58:00,short,94607.37,-1.0,75
37485,2025-04-27 00:45:00,short,94950.72,0.7906991288809624,1722
37519,2025-04-27 01:19:00,short,94829.09,0.5057408410470333,1688
37550,2025-04-27 01:50:00,short,94487.33,0.0,1732
37581,2025-04-27 02:21:00,short,94449.14,0.10799667058037023,1659
37612,2025-04-27 02:52:00,short,94237.67,0.0,943
37643,2025-04-27 03:23:00,short,94232.23,0.0,310
37675,2025-04-27 03:55:00,short,94180.0,0.0,262
